,PROCESS_DATE,SCID,PORTFOLIO,ESTIMATE_TO_ACTUAL
7714,2019-08-14,LB27,Managed Payout,0
7715,2020-03-03,WO29,VCEP ESG Global Stock Pool Standard,0
7716,2019-03-15,MS87,VCEP ESG U.S. Stock Pool Select,0
7717,2019-12-24,FF72,VCEP Moderate Growth,0
7718,2020-06-01,PJ33,Target Retirement 2015 Trust,0
7719,2019-02-15,VD43,Target Retirement 2055 Trust,0
7720,2019-05-08,GF79,Institutional Target Retirement 2025,0
7721,2019-11-29,UX52,VCEP Total Equity Select,0
7722,2019-06-10,AY24,VCEP Short-Term Bond Select,0
7723,2019-09-12,JI82,Target Retirement 2040 Trust,0
7724,2020-10-12,RK97,VCEP Growth,0
7725,2020-01-06,FF72,VCEP Moderate Growth,0
7726,2020-06-18,GH72,Institutional Target Retirement 2035,0
7727,2019-05-13,PJ82,Target Retirement 2030 Trust,0
7728,2020-07-28,LS11,VCEP Total Equity,0
7729,2019-02-12,BX99,VCEP European Stock Select,0
7730,2020-08-31,CF48,Target Retirement 2050,0
7731,2020-03-17,IS98,VVIF - Total Stock Market Index,0
7732,2020-10-15,OW53,VCEP Total International Stock,0
7733,2020-07-14,ZZ55,Target Retirement 2050 Trust,0
7734,2020-06-25,BJ34,Target Retirement 2045 Trust,0
7735,2020-09-15,MS84,VCEP ESG International Stock Pool Select,0
7736,2019-03-12,ES45,Target Retirement 2060,0
7737,2020-09-11,NR67,VCEP Conservative Growth,0
7738,2020-02-18,ZS87,Target Retirement 2055,0
7739,2020-04-14,GH86,Institutional Target Retirement 2040,0
7740,2020-08-05,ZM95,VCEP Total US Stock Select,0
7741,2020-08-06,SC81,Target Retirement 2030,0
7742,2019-08-22,GO52,Institutional Target Retirement 2060,0
7743,2019-06-03,GH33,Institutional Target Retirement 2030,0
7744,2020-04-13,ID15,VCEP Income Pool Select,0
7745,2019-12-02,ZS87,Target Retirement 2055,0
7746,2019-04-24,PJ33,Target Retirement 2015 Trust,0
7747,2019-07-11,WJ68,LifeStrategy Moderate Growth,0
7748,2020-08-27,OW53,VCEP Total International Stock,0
7749,2019-06-03,JI82,Target Retirement 2040 Trust,0
7750,2020-07-28,ID15,VCEP Income Pool Select,0
7751,2019-04-22,WJ68,LifeStrategy Moderate Growth,0
7752,2020-06-18,DT81,Target Retirement 2040,0
7753,2019-01-16,GO52,Institutional Target Retirement 2060,0
7754,2019-03-26,BU54,Target Retirement 2035 Trust,0
7755,2019-07-29,CX21,VCEP Money Market,0
7756,2019-05-15,IS98,VVIF - Total Stock Market Index,0
7757,2019-05-02,VD43,Target Retirement 2055 Trust,0
7758,2020-01-31,WO29,VCEP ESG Global Stock Pool Standard,0
7759,2019-08-01,BU54,Target Retirement 2035 Trust,0
7760,2019-04-11,MK83,VCEP Total Bond Select,0
7761,2020-05-05,VD43,Target Retirement 2055 Trust,0
7762,2019-09-10,GT42,Diversified Equity,0
7763,2019-01-25,TP59,VCEP Moderate Growth Select,0
7764,2020-04-21,GF52,Institutional Target Retirement 2020,0
7765,2019-03-12,RA76,Target Retirement 2035,0
7766,2019-09-25,NR67,VCEP Conservative Growth,0
7767,2019-11-19,OW53,VCEP Total International Stock,0
7768,2019-12-05,OR28,VCEP ESG Global Stock Pool Select,0
7769,2019-04-11,KD51,VVIF - Total International Stock Market Index,0
7770,2020-02-27,DT81,Target Retirement 2040,0
7771,2019-10-24,VG84,Target Retirement 2025,0
7772,2020-05-12,BJ34,Target Retirement 2045 Trust,0
7773,2019-12-13,EZ71,Target Retirement 2015,0
7774,2020-08-18,BJ34,Target Retirement 2045 Trust,0
7775,2019-09-18,ZZ55,Target Retirement 2050 Trust,0
7776,2020-01-21,GT42,Diversified Equity,0
7777,2020-07-02,PK73,Target Retirement 2045,0
7778,2020-09-15,LB27,Managed Payout,0
7779,2019-04-16,EZ71,Target Retirement 2015,0
7780,2020-06-04,GP68,VCEP Emerging Markets Stock,0
7781,2020-09-04,ES45,Target Retirement 2060,0
7782,2019-07-26,LF34,VCEP Income Pool Standard,0
7783,2019-07-19,GL58,Institutional Target Retirement 2055,0
7784,2020-08-24,LS11,VCEP Total Equity,0
7785,2019-02-28,GH33,Institutional Target Retirement 2030,0
7786,2019-06-19,EZ71,Target Retirement 2015,0
7787,2020-01-06,GD89,Institutional Target Retirement 2015,0
7788,2020-03-20,XC71,VVIF - Moderate Allocation Portfolio,0
7789,2020-09-23,MS84,VCEP ESG International Stock Pool Select,0
7790,2020-06-25,GR73,Target Retirement 2065 Trust,0
7791,2019-08-14,PJ33,Target Retirement 2015 Trust,0
7792,2019-04-22,GO52,Institutional Target Retirement 2060,0
7793,2020-06-02,PJ33,Target Retirement 2015 Trust,0
7794,2020-08-25,GL58,Institutional Target Retirement 2055,0
7795,2020-01-28,IS98,VVIF - Total Stock Market Index,0
7796,2020-05-01,GF79,Institutional Target Retirement 2025,0
7797,2020-04-13,KD51,VVIF - Total International Stock Market Index,0
7798,2020-03-13,JI82,Target Retirement 2040 Trust,0
7799,2020-06-03,WJ68,LifeStrategy Moderate Growth,0
7800,2019-11-27,NR67,VCEP Conservative Growth,0
7801,2020-08-17,FF72,VCEP Moderate Growth,0
7802,2019-03-21,KN63,VCEP ESG U.S. Stock Pool,0
7803,2019-10-31,GH72,Institutional Target Retirement 2035,0
7804,2019-11-26,PJ33,Target Retirement 2015 Trust,0
7805,2019-04-15,OW53,VCEP Total International Stock,0
7806,2019-10-17,GH33,Institutional Target Retirement 2030,0
7807,2020-07-29,OM24,Target Retirement Income,0
7808,2020-02-07,FO91,VCEP Growth Select,0
7809,2019-02-04,LB27,Managed Payout,0
7810,2020-06-08,LS11,VCEP Total Equity,0
7811,2020-01-08,NR67,VCEP Conservative Growth,0
7812,2020-01-22,CE55,VCEP Emerging Markets Stock Select,0
7813,2019-02-07,GT42,Diversified Equity,0
7814,2019-04-22,AZ74,VCEP Total International Bond Pool Standard,0
7815,2020-04-08,TN68,VCEP Total Bond,0
7816,2019-11-12,BJ34,Target Retirement 2045 Trust,0
7817,2019-12-18,MK83,VCEP Total Bond Select,0
7818,2019-11-01,GX91,Target Retirement 2060 Trust,0
7819,2019-05-23,NR67,VCEP Conservative Growth,0
7820,2020-08-12,BX99,VCEP European Stock Select,0
7821,2019-05-21,MK83,VCEP Total Bond Select,0
7822,2020-08-04,GD89,Institutional Target Retirement 2015,0
7823,2020-02-05,GH33,Institutional Target Retirement 2030,0
7824,2019-07-03,ZZ55,Target Retirement 2050 Trust,0
7825,2020-08-10,MI13,VCEP Money Market Select,0
7826,2019-09-13,CF14,LifeStrategy Conservative Growth,0
7827,2020-08-27,MS84,VCEP ESG International Stock Pool Select,0
7828,2020-09-30,GH86,Institutional Target Retirement 2040,0
7829,2020-06-16,AY24,VCEP Short-Term Bond Select,0
7830,2019-10-08,ID15,VCEP Income Pool Select,0
7831,2020-09-30,GP48,Institutional Target Retirement Income,0
7832,2019-02-08,UX52,VCEP Total Equity Select,0
7833,2020-06-11,ES45,Target Retirement 2060,0
7834,2019-06-11,BA68,Target Retirement 2025 Trust,0
7835,2019-02-22,KC47,VCEP Wellington Pool Standard,0
7836,2019-12-04,GR73,Target Retirement 2065 Trust,0
7837,2020-05-27,NR67,VCEP Conservative Growth,0
7838,2020-03-13,WQ15,LifeStrategy Growth,0
7839,2020-02-25,ZD97,VCEP Total International Bond Pool Select,0
7840,2020-10-01,LF34,VCEP Income Pool Standard,0
7841,2019-07-29,NR67,VCEP Conservative Growth,0
7842,2020-01-13,OW53,VCEP Total International Stock,0
7843,2020-01-08,GO52,Institutional Target Retirement 2060,0
7844,2019-02-28,TN68,VCEP Total Bond,0
7845,2020-01-27,VD43,Target Retirement 2055 Trust,0
7846,2019-07-08,ZZ55,Target Retirement 2050 Trust,0
7847,2019-04-12,CF14,LifeStrategy Conservative Growth,0
7848,2020-06-23,ZM95,VCEP Total US Stock Select,0
7849,2020-08-13,KC47,VCEP Wellington Pool Standard,0
7850,2019-09-13,VG84,Target Retirement 2025,0
7851,2020-04-09,GO52,Institutional Target Retirement 2060,0
7852,2019-06-03,RP13,VVIF - Conservative Allocation,0
7853,2020-07-06,ZZ55,Target Retirement 2050 Trust,0
7854,2019-05-24,EE12,VCEP Balanced Pool Select,0
7855,2020-05-19,MK83,VCEP Total Bond Select,0
7856,2020-02-05,EZ71,Target Retirement 2015,0
7857,2020-05-15,MK83,VCEP Total Bond Select,0
7858,2020-05-06,KD51,VVIF - Total International Stock Market Index,0
7859,2020-02-28,CF48,Target Retirement 2050,0
7860,2019-07-23,JI82,Target Retirement 2040 Trust,0
7861,2020-06-26,GL58,Institutional Target Retirement 2055,0
7862,2020-08-31,CX21,VCEP Money Market,0
7863,2019-05-24,OM24,Target Retirement Income,0
7864,2019-09-09,CF48,Target Retirement 2050,0
7865,2019-11-22,GO58,Institutional Target Retirement 2065,0
7866,2019-08-22,CX21,VCEP Money Market,0
7867,2020-02-25,BJ34,Target Retirement 2045 Trust,0
7868,2019-04-30,NR67,VCEP Conservative Growth,0
7869,2019-10-31,IS98,VVIF - Total Stock Market Index,0
7870,2019-04-04,AR74,Target Retirement 2020,0
7871,2019-08-20,JS33,VCEP Balanced Pool Standard,0
7872,2019-11-12,KN63,VCEP ESG U.S. Stock Pool,0
7873,2019-06-24,TN68,VCEP Total Bond,0
7874,2020-03-09,WO29,VCEP ESG Global Stock Pool Standard,0
7875,2019-07-05,GH33,Institutional Target Retirement 2030,0
7876,2020-03-16,GI25,Institutional Target Retirement 2045,0
7877,2019-04-04,CX21,VCEP Money Market,0
7878,2020-07-24,FO91,VCEP Growth Select,0
7879,2019-09-20,GI46,Institutional Target Retirement 2050,0
7880,2020-07-30,GH33,Institutional Target Retirement 2030,0
7881,2019-09-17,WO29,VCEP ESG Global Stock Pool Standard,0
7882,2020-07-24,GH33,Institutional Target Retirement 2030,0
7883,2019-11-11,GL58,Institutional Target Retirement 2055,0
7884,2019-02-04,BX99,VCEP European Stock Select,0
7885,2019-05-24,MI13,VCEP Money Market Select,0
7886,2019-01-23,TP59,VCEP Moderate Growth Select,0
7887,2019-04-15,KD51,VVIF - Total International Stock Market Index,0
7888,2019-02-07,OM24,Target Retirement Income,0
7889,2020-08-25,BJ34,Target Retirement 2045 Trust,0
7890,2020-08-20,GH33,Institutional Target Retirement 2030,0
7891,2020-08-06,XQ97,VVIF - Global Bond Index Portfolio,0
7892,2020-06-29,WJ68,LifeStrategy Moderate Growth,0
7893,2020-01-14,PJ33,Target Retirement 2015 Trust,0
7894,2020-01-17,GP48,Institutional Target Retirement Income,0
7895,2019-10-16,GL58,Institutional Target Retirement 2055,0
7896,2019-11-14,GQ39,Target Retirement 2065,0
7897,2019-05-01,CX21,VCEP Money Market,0
7898,2019-10-17,ZM95,VCEP Total US Stock Select,0
7899,2019-04-10,GV13,Target Retirement 2020 Trust,0
7900,2020-07-10,OW53,VCEP Total International Stock,0
7901,2019-08-15,OK18,VCEP Short-Term Bond,0
7902,2020-02-27,GF79,Institutional Target Retirement 2025,0
7903,2020-09-29,RP13,VVIF - Conservative Allocation,0
7904,2019-09-13,BA68,Target Retirement 2025 Trust,0
7905,2019-06-19,GX91,Target Retirement 2060 Trust,0
7906,2019-05-23,DT81,Target Retirement 2040,0
7907,2020-02-04,AZ74,VCEP Total International Bond Pool Standard,0
7908,2020-09-14,UX52,VCEP Total Equity Select,0
7909,2019-02-22,BU54,Target Retirement 2035 Trust,0
7910,2019-11-07,CF14,LifeStrategy Conservative Growth,0
7911,2020-01-29,OM24,Target Retirement Income,0
7912,2020-02-27,GO52,Institutional Target Retirement 2060,0
7913,2019-07-02,BA68,Target Retirement 2025 Trust,0
7914,2019-05-20,NL73,STAR,0
7915,2019-01-24,GO52,Institutional Target Retirement 2060,0
7916,2020-07-06,CF48,Target Retirement 2050,0
7917,2020-02-21,GR73,Target Retirement 2065 Trust,0
7918,2019-12-02,OR28,VCEP ESG Global Stock Pool Select,0
7919,2019-11-01,EZ71,Target Retirement 2015,0
7920,2019-02-15,BU54,Target Retirement 2035 Trust,0
7921,2019-09-03,CF14,LifeStrategy Conservative Growth,0
7922,2020-07-31,PJ33,Target Retirement 2015 Trust,0
7923,2020-05-21,TN68,VCEP Total Bond,0
7924,2020-04-15,GP48,Institutional Target Retirement Income,0
7925,2020-04-02,GD89,Institutional Target Retirement 2015,0
7926,2020-01-29,LF34,VCEP Income Pool Standard,0
7927,2019-05-10,XQ97,VVIF - Global Bond Index Portfolio,0
7928,2019-04-24,AZ74,VCEP Total International Bond Pool Standard,0
7929,2020-05-22,JS33,VCEP Balanced Pool Standard,0
7930,2020-08-06,WJ68,LifeStrategy Moderate Growth,0
7931,2019-11-29,GH72,Institutional Target Retirement 2035,0
7932,2020-04-13,WO29,VCEP ESG Global Stock Pool Standard,0
7933,2020-01-10,IS98,VVIF - Total Stock Market Index,0
7934,2019-06-05,RA76,Target Retirement 2035,0
7935,2019-12-09,AZ74,VCEP Total International Bond Pool Standard,0
7936,2019-05-01,PJ82,Target Retirement 2030 Trust,0
7937,2020-01-09,VX99,VCEP Pacific Stock Select,0
7938,2020-04-02,OM24,Target Retirement Income,0
7939,2019-08-15,MS84,VCEP ESG International Stock Pool Select,0
7940,2020-05-27,LS11,VCEP Total Equity,0
7941,2020-07-09,LS11,VCEP Total Equity,0
7942,2019-07-11,RA76,Target Retirement 2035,0
7943,2020-05-06,CX21,VCEP Money Market,0
7944,2019-11-06,NL73,STAR,0
7945,2020-01-21,TN68,VCEP Total Bond,0
7946,2019-05-29,XC71,VVIF - Moderate Allocation Portfolio,0
7947,2019-07-16,RK97,VCEP Growth,0
7948,2020-03-23,OW53,VCEP Total International Stock,0
7949,2019-01-25,GH72,Institutional Target Retirement 2035,0
7950,2019-05-17,GP48,Institutional Target Retirement Income,0
7951,2019-11-21,TP59,VCEP Moderate Growth Select,0
7952,2019-04-16,ZZ55,Target Retirement 2050 Trust,0
7953,2020-06-08,GR73,Target Retirement 2065 Trust,0
7954,2020-08-11,IQ22,VCEP European Stock,0
7955,2019-04-01,WJ68,LifeStrategy Moderate Growth,0
7956,2019-05-16,WO29,VCEP ESG Global Stock Pool Standard,0
7957,2020-02-03,UH89,VCEP Wellington Pool Select,0
7958,2020-03-26,UX52,VCEP Total Equity Select,0
7959,2019-09-23,NR67,VCEP Conservative Growth,0
7960,2020-04-06,BX99,VCEP European Stock Select,0
7961,2020-04-29,LS11,VCEP Total Equity,0
7962,2020-02-10,CF14,LifeStrategy Conservative Growth,0
7963,2020-04-24,NQ34,VCEP ESG International Stock Pool Standard,0
7964,2020-06-29,UX52,VCEP Total Equity Select,0
7965,2020-06-15,ID15,VCEP Income Pool Select,0
7966,2020-02-12,FO91,VCEP Growth Select,0
7967,2020-03-19,CX21,VCEP Money Market,0
7968,2019-06-17,GH86,Institutional Target Retirement 2040,0
7969,2019-10-15,KN63,VCEP ESG U.S. Stock Pool,0
7970,2020-03-30,OM24,Target Retirement Income,0
7971,2020-05-01,NQ34,VCEP ESG International Stock Pool Standard,0
7972,2020-06-18,UX52,VCEP Total Equity Select,0
7973,2020-08-12,ZZ55,Target Retirement 2050 Trust,0
7974,2019-06-27,WJ68,LifeStrategy Moderate Growth,0
7975,2020-07-16,RV91,Target Retirement Income Trust,0
7976,2019-06-05,IS98,VVIF - Total Stock Market Index,0
7977,2020-07-28,IW95,VCEP Pacific Stock,0
7978,2020-03-16,GQ39,Target Retirement 2065,0
7979,2019-07-09,PK73,Target Retirement 2045,0
7980,2020-05-28,FO91,VCEP Growth Select,0
7981,2020-06-05,DR43,LifeStrategy Income,0
7982,2019-08-02,VD43,Target Retirement 2055 Trust,0
7983,2019-03-14,OM24,Target Retirement Income,0
7984,2020-03-26,GT42,Diversified Equity,0
7985,2020-08-10,GD89,Institutional Target Retirement 2015,0
7986,2019-07-25,GR73,Target Retirement 2065 Trust,0
7987,2019-09-04,RA76,Target Retirement 2035,0
7988,2020-02-20,AR74,Target Retirement 2020,0
7989,2020-08-27,GI46,Institutional Target Retirement 2050,0
7990,2019-10-17,GX91,Target Retirement 2060 Trust,0
7991,2019-06-11,KC47,VCEP Wellington Pool Standard,0
7992,2019-03-22,EZ71,Target Retirement 2015,0
7993,2019-01-29,XC71,VVIF - Moderate Allocation Portfolio,0
7994,2020-05-22,HB83,VCEP Total US Stock,0
7995,2020-09-08,HB83,VCEP Total US Stock,0
7996,2020-07-09,WO29,VCEP ESG Global Stock Pool Standard,0
7997,2019-07-17,LS11,VCEP Total Equity,0
7998,2020-03-27,FF72,VCEP Moderate Growth,0
7999,2019-02-22,LF34,VCEP Income Pool Standard,0
8000,2020-09-29,JS33,VCEP Balanced Pool Standard,0
8001,2019-11-08,RV91,Target Retirement Income Trust,0
8002,2019-10-22,ZS87,Target Retirement 2055,0
8003,2019-12-20,VG84,Target Retirement 2025,0
8004,2020-03-20,GO52,Institutional Target Retirement 2060,0
8005,2019-10-30,JI82,Target Retirement 2040 Trust,0
8006,2019-06-11,FF72,VCEP Moderate Growth,0
8007,2020-02-27,GH72,Institutional Target Retirement 2035,0
8008,2019-05-31,NR67,VCEP Conservative Growth,0
8009,2019-12-26,TP59,VCEP Moderate Growth Select,0
8010,2019-05-01,XQ97,VVIF - Global Bond Index Portfolio,0
8011,2020-08-27,OK18,VCEP Short-Term Bond,0
8012,2020-08-27,AR74,Target Retirement 2020,0
8013,2019-06-19,OW53,VCEP Total International Stock,0
8014,2019-10-25,BZ66,VCEP Conservative Growth Select,0
8015,2019-12-18,XQ97,VVIF - Global Bond Index Portfolio,0
8016,2019-06-06,ZM95,VCEP Total US Stock Select,0
8017,2020-04-02,VG84,Target Retirement 2025,0
8018,2019-12-04,XC71,VVIF - Moderate Allocation Portfolio,0
8019,2019-02-26,FF72,VCEP Moderate Growth,0
8020,2019-04-01,JI82,Target Retirement 2040 Trust,0
8021,2020-01-08,RV91,Target Retirement Income Trust,0
8022,2020-09-22,GH33,Institutional Target Retirement 2030,0
8023,2020-10-13,GP48,Institutional Target Retirement Income,0
8024,2020-09-04,ZZ55,Target Retirement 2050 Trust,0
8025,2020-06-22,WQ15,LifeStrategy Growth,0
8026,2020-09-02,RP13,VVIF - Conservative Allocation,0
8027,2019-02-22,ZD97,VCEP Total International Bond Pool Select,0
8028,2019-06-20,BZ66,VCEP Conservative Growth Select,0
8029,2020-09-09,IW95,VCEP Pacific Stock,0
8030,2020-03-30,MI13,VCEP Money Market Select,0
8031,2019-03-15,LS11,VCEP Total Equity,0
8032,2020-01-23,MI13,VCEP Money Market Select,0
8033,2019-11-12,GP68,VCEP Emerging Markets Stock,0
8034,2020-06-25,GH72,Institutional Target Retirement 2035,0
8035,2020-07-31,GD89,Institutional Target Retirement 2015,0
8036,2019-09-30,VD43,Target Retirement 2055 Trust,0
8037,2019-10-03,XC71,VVIF - Moderate Allocation Portfolio,0
8038,2020-02-10,KC47,VCEP Wellington Pool Standard,0
8039,2019-01-17,GH72,Institutional Target Retirement 2035,0
8040,2020-08-07,VX99,VCEP Pacific Stock Select,0
8041,2019-09-26,FO91,VCEP Growth Select,0
8042,2019-03-04,HB83,VCEP Total US Stock,0
8043,2019-07-24,OK18,VCEP Short-Term Bond,0
8044,2019-05-02,PJ82,Target Retirement 2030 Trust,0
8045,2019-01-16,ZZ55,Target Retirement 2050 Trust,0
8046,2019-11-15,NR67,VCEP Conservative Growth,0
8047,2019-12-26,JI82,Target Retirement 2040 Trust,0
8048,2019-04-16,GI46,Institutional Target Retirement 2050,0
8049,2020-10-02,GV13,Target Retirement 2020 Trust,0
8050,2019-05-03,RP13,VVIF - Conservative Allocation,0
8051,2019-03-12,XQ97,VVIF - Global Bond Index Portfolio,0
8052,2020-09-01,NR67,VCEP Conservative Growth,0
8053,2019-10-03,VD43,Target Retirement 2055 Trust,0
8054,2020-06-11,GQ39,Target Retirement 2065,0
8055,2019-01-29,LS11,VCEP Total Equity,0
8056,2020-02-03,MS87,VCEP ESG U.S. Stock Pool Select,0
8057,2019-08-30,TP59,VCEP Moderate Growth Select,0
8058,2019-09-23,ZM95,VCEP Total US Stock Select,0
8059,2019-07-26,NR67,VCEP Conservative Growth,0
8060,2020-09-02,IQ22,VCEP European Stock,0
8061,2020-09-22,RP13,VVIF - Conservative Allocation,0
8062,2019-09-19,DT81,Target Retirement 2040,0
8063,2019-12-09,GR73,Target Retirement 2065 Trust,0
8064,2019-10-08,ZS87,Target Retirement 2055,0
8065,2020-01-28,VD43,Target Retirement 2055 Trust,0
8066,2020-08-19,ID15,VCEP Income Pool Select,0
8067,2020-04-22,IW95,VCEP Pacific Stock,0
8068,2020-01-03,WO29,VCEP ESG Global Stock Pool Standard,0
8069,2020-10-06,OK18,VCEP Short-Term Bond,0
8070,2019-04-23,CX21,VCEP Money Market,0
8071,2019-01-25,RP13,VVIF - Conservative Allocation,0
8072,2019-04-26,GQ39,Target Retirement 2065,0
8073,2020-07-09,BJ34,Target Retirement 2045 Trust,0
8074,2019-10-15,ES45,Target Retirement 2060,0
8075,2019-03-15,BJ34,Target Retirement 2045 Trust,0
8076,2020-07-14,ZL62,VCEP Total International Stock Select,0
8077,2019-05-14,ZL62,VCEP Total International Stock Select,0
8078,2019-05-29,ZS87,Target Retirement 2055,0
8079,2019-09-09,RV91,Target Retirement Income Trust,0
8080,2019-05-13,GH72,Institutional Target Retirement 2035,0
8081,2019-08-23,GX91,Target Retirement 2060 Trust,0
8082,2020-10-07,MK83,VCEP Total Bond Select,0
8083,2019-08-19,RA76,Target Retirement 2035,0
8084,2020-07-20,AZ74,VCEP Total International Bond Pool Standard,0
8085,2020-06-30,SC81,Target Retirement 2030,0
8086,2019-09-17,VG84,Target Retirement 2025,0
8087,2020-09-04,WQ15,LifeStrategy Growth,0
8088,2019-06-07,MK83,VCEP Total Bond Select,0
8089,2019-05-01,PK73,Target Retirement 2045,0
8090,2019-09-18,GO58,Institutional Target Retirement 2065,0
8091,2020-03-11,SC81,Target Retirement 2030,0
8092,2019-10-21,GF52,Institutional Target Retirement 2020,0
8093,2019-03-20,RV91,Target Retirement Income Trust,0
8094,2020-08-11,GF52,Institutional Target Retirement 2020,0
8095,2019-08-12,GT42,Diversified Equity,0
8096,2019-06-14,AZ74,VCEP Total International Bond Pool Standard,0
8097,2019-10-21,GH72,Institutional Target Retirement 2035,0
8098,2020-04-17,ZS87,Target Retirement 2055,0
8099,2019-12-30,GP68,VCEP Emerging Markets Stock,0
8100,2019-10-17,GL58,Institutional Target Retirement 2055,0
8101,2019-08-26,MK83,VCEP Total Bond Select,0
8102,2020-05-22,NL73,STAR,0
8103,2019-03-05,OK18,VCEP Short-Term Bond,0
8104,2020-07-13,NR67,VCEP Conservative Growth,0
8105,2019-12-16,AY24,VCEP Short-Term Bond Select,0
8106,2020-08-26,RA76,Target Retirement 2035,0
8107,2019-09-12,JS33,VCEP Balanced Pool Standard,0
8108,2019-03-04,PJ82,Target Retirement 2030 Trust,0
8109,2020-05-07,UX52,VCEP Total Equity Select,0
8110,2019-07-08,EZ71,Target Retirement 2015,0
8111,2019-11-26,OK18,VCEP Short-Term Bond,0
8112,2020-04-07,DR43,LifeStrategy Income,0
8113,2020-04-14,GH72,Institutional Target Retirement 2035,0
8114,2020-10-06,CF48,Target Retirement 2050,0
8115,2019-02-01,GX91,Target Retirement 2060 Trust,0
8116,2019-12-26,GF79,Institutional Target Retirement 2025,0
8117,2019-04-25,GF79,Institutional Target Retirement 2025,0
8118,2019-06-14,KD51,VVIF - Total International Stock Market Index,0
8119,2019-02-07,AY24,VCEP Short-Term Bond Select,0
8120,2020-09-10,GO58,Institutional Target Retirement 2065,0
8121,2020-07-16,DR43,LifeStrategy Income,0
8122,2019-10-10,JI82,Target Retirement 2040 Trust,0
8123,2020-10-13,BX99,VCEP European Stock Select,0
8124,2020-05-27,GP48,Institutional Target Retirement Income,0
8125,2020-02-11,OK18,VCEP Short-Term Bond,0
8126,2019-03-25,RV91,Target Retirement Income Trust,0
8127,2020-07-22,GT42,Diversified Equity,0
8128,2020-05-06,GP68,VCEP Emerging Markets Stock,0
8129,2020-01-13,BA68,Target Retirement 2025 Trust,0
8130,2019-10-10,RV91,Target Retirement Income Trust,0
8131,2020-09-14,RK97,VCEP Growth,0
8132,2020-01-29,GP68,VCEP Emerging Markets Stock,0
8133,2019-11-21,XC71,VVIF - Moderate Allocation Portfolio,0
8134,2019-09-06,BZ66,VCEP Conservative Growth Select,0
8135,2019-06-21,GQ39,Target Retirement 2065,0
8136,2020-09-29,DT81,Target Retirement 2040,0
8137,2019-04-05,OW53,VCEP Total International Stock,0
8138,2019-11-07,OW53,VCEP Total International Stock,0
8139,2020-04-15,DT81,Target Retirement 2040,0
8140,2019-02-11,MI13,VCEP Money Market Select,0
8141,2019-08-09,GT42,Diversified Equity,0
8142,2020-05-29,TP59,VCEP Moderate Growth Select,0
8143,2020-05-20,DR43,LifeStrategy Income,0
8144,2020-03-10,GH33,Institutional Target Retirement 2030,0
8145,2019-07-01,IW95,VCEP Pacific Stock,0
8146,2020-07-13,GQ39,Target Retirement 2065,0
8147,2019-07-19,UX52,VCEP Total Equity Select,0
8148,2020-09-25,HB83,VCEP Total US Stock,0
8149,2019-07-16,GD89,Institutional Target Retirement 2015,0
8150,2020-02-18,RV91,Target Retirement Income Trust,0
8151,2019-06-17,NR67,VCEP Conservative Growth,0
8152,2020-06-03,TP59,VCEP Moderate Growth Select,0
8153,2020-01-29,RV91,Target Retirement Income Trust,0
8154,2019-05-06,GX91,Target Retirement 2060 Trust,0
8155,2020-02-14,RA76,Target Retirement 2035,0
8156,2019-12-06,BA68,Target Retirement 2025 Trust,0
8157,2020-08-05,KN63,VCEP ESG U.S. Stock Pool,0
8158,2020-03-26,MK83,VCEP Total Bond Select,0
8159,2020-06-10,EZ71,Target Retirement 2015,0
8160,2020-06-12,GH33,Institutional Target Retirement 2030,0
8161,2019-11-21,ES45,Target Retirement 2060,0
8162,2019-09-30,ZS87,Target Retirement 2055,0
8163,2020-08-18,WQ15,LifeStrategy Growth,0
8164,2020-07-31,OM24,Target Retirement Income,0
8165,2019-02-25,MS84,VCEP ESG International Stock Pool Select,0
8166,2020-04-09,WO29,VCEP ESG Global Stock Pool Standard,0
8167,2019-07-26,XC71,VVIF - Moderate Allocation Portfolio,0
8168,2019-04-09,GH72,Institutional Target Retirement 2035,0
8169,2020-08-25,PJ82,Target Retirement 2030 Trust,0
8170,2019-10-03,GQ39,Target Retirement 2065,0
8171,2020-01-31,PJ82,Target Retirement 2030 Trust,0
8172,2020-04-01,GF52,Institutional Target Retirement 2020,0
8173,2019-09-03,HB83,VCEP Total US Stock,0
8174,2020-10-02,GO58,Institutional Target Retirement 2065,0
8175,2019-02-15,IW95,VCEP Pacific Stock,0
8176,2020-02-27,VD43,Target Retirement 2055 Trust,0
8177,2020-02-11,NQ34,VCEP ESG International Stock Pool Standard,0
8178,2019-12-23,MK83,VCEP Total Bond Select,0
8179,2019-10-28,EZ71,Target Retirement 2015,0
8180,2020-01-23,DR43,LifeStrategy Income,0
8181,2019-04-12,CE55,VCEP Emerging Markets Stock Select,0
8182,2020-02-27,GH86,Institutional Target Retirement 2040,0
8183,2020-02-12,HB83,VCEP Total US Stock,0
8184,2020-06-09,KD51,VVIF - Total International Stock Market Index,0
8185,2020-08-19,GO58,Institutional Target Retirement 2065,0
8186,2019-08-29,GH72,Institutional Target Retirement 2035,0
8187,2019-05-06,VD43,Target Retirement 2055 Trust,0
8188,2019-12-17,GO52,Institutional Target Retirement 2060,0
8189,2019-07-22,GP68,VCEP Emerging Markets Stock,0
8190,2019-08-13,NL73,STAR,0
8191,2020-05-07,OR28,VCEP ESG Global Stock Pool Select,0
8192,2020-03-06,KN63,VCEP ESG U.S. Stock Pool,0
